iter	Logloss
174	0.585400698
175	0.5850906111
176	0.5848899343
177	0.5845823311
178	0.5841361538
179	0.5837078806
180	0.5835019128
181	0.5831897591
182	0.5829273083
183	0.5824834774
184	0.582290665
185	0.5820414556
186	0.5817811219
187	0.5813023731
188	0.5809937171
189	0.5805867618
190	0.5803166489
191	0.5797938882
192	0.5793980926
193	0.5791471843
194	0.5788047575
195	0.5783943702
196	0.5780287675
197	0.5776919945
198	0.5773762474
199	0.577099457
200	0.57666049
201	0.5765167117
202	0.5762423677
203	0.5761634003
204	0.5758637318
205	0.5755620113
206	0.5751255162
207	0.5749016172
208	0.5746012507
209	0.5742422546
210	0.5739732466
211	0.5738077832
212	0.5735835653
213	0.5732717959
214	0.5729212525
215	0.5726248794
216	0.5722200059
217	0.571897204
218	0.5714522088
219	0.5711666915
220	0.5709334472
221	0.5706652498
222	0.5702908216
223	0.5699022614
224	0.5696025817
225	0.569241084
226	0.5690466954
227	0.5688558334
228	0.5685589719
229	0.5684139168
230	0.5681666108
231	0.5678864153
232	0.5674691978
233	0.5671250212
234	0.5667177367
235	0.5665585261
236	0.5663217867
237	0.5659906312
238	0.5657110193
239	0.5654455573
240	0.5651349657
241	0.5649016865
242	0.5646897431
243	0.5643701016
244	0.5640502935
245	0.5637094155
246	0.5634712095
247	0.5630498785
248	0.5627087618
249	0.5623932583
250	0.5621947717
251	0.5619982345
252	0.5616319227
253	0.5614392427
254	0.5612324093
255	0.5608863227
256	0.5606825732
257	0.5603611984
258	0.5600594146
259	0.5598220079
260	0.5595812819
261	0.5592339025
262	0.5590085401
263	0.5587176745
264	0.5585402003
265	0.5582318516
266	0.5579558023
267	0.5576101362
268	0.5573460354
269	0.5570512421
270	0.5568787339
271	0.5565320216
272	0.556292924
273	0.5560123519
274	0.5557429128
275	0.555404862
276	0.5551449041
277	0.5548280905
278	0.5545125872
279	0.5542775741
280	0.5539693297
281	0.5538251509
282	0.55362352
283	0.5535015554
284	0.5533070541
285	0.5531372765
286	0.5528955939
287	0.5527249421
288	0.5524833465
289	0.552258485
290	0.552151476
291	0.5519726296
292	0.5516343564
293	0.5514561694
294	0.5512602227
295	0.5510688051
296	0.550847281
297	0.5505965576
298	0.5503980346
299	0.5500716255
300	0.5497367933
301	0.5495887156
302	0.5494306432
303	0.5492091424
304	0.548978684
305	0.5487826477
306	0.5486044896
307	0.5484247493
308	0.5480671097
309	0.5478226553
310	0.5476528665
311	0.5474490477
312	0.5471924687
313	0.5469765694
314	0.5466348466
315	0.5464196683
316	0.546210582
317	0.5459616993
318	0.5457579946
319	0.5455710894
320	0.5453244204
321	0.5451709253
322	0.5448454999
323	0.5446776175
324	0.5444034956
325	0.5441684254
326	0.5440759551
327	0.5436890373
328	0.5434473017
329	0.543128524
330	0.5428334955
331	0.5426869466
332	0.5425070366
333	0.5422132179
334	0.5419822727
335	0.541767258
336	0.5416289837
337	0.5414299351
338	0.5412795296
339	0.541061875
340	0.5407923918
341	0.5405932585
342	0.5403324291
343	0.5401430522
344	0.5398475046
345	0.5395924454
346	0.5394245387
347	0.5391493978
348	0.5390449766
349	0.5387183375
350	0.5384718746
351	0.5382320793
352	0.5380019209
353	0.5378390221
354	0.5377362647
355	0.5375716368
356	0.5373721926
357	0.5371002413
358	0.5368833492
359	0.5366133996
360	0.5363333438
361	0.5361266469
362	0.5358254602
363	0.535635277
364	0.535493107
365	0.5352677211
366	0.535045438
367	0.5349174705
368	0.5348253076
369	0.5346278904
370	0.5344251247
371	0.534137121
372	0.5339766953
373	0.5336229162
374	0.5332943285
375	0.5331417278
376	0.5328714834
377	0.5327260154
378	0.5325158608
379	0.5323275277
380	0.5321563071
381	0.5320062597
382	0.5318396588
383	0.5315630557
384	0.5313631481
385	0.5311111974
386	0.5309528193
387	0.5307866597
388	0.5306125477
389	0.5304237448
390	0.5301443161
391	0.5299601478
392	0.5297090835
393	0.5295061735
394	0.5293042292
395	0.5291274009
396	0.5289921501
397	0.5287862179
398	0.5286534644
399	0.5284636614
400	0.5281890576
401	0.5280263849
402	0.5279076875
403	0.5277643167
404	0.5276230744
405	0.5274829726
406	0.5273983038
407	0.5272335666
408	0.5271102422
409	0.5269840537
410	0.5267815134
411	0.5266548518
412	0.5263946421
413	0.5261741339
414	0.5259698288
415	0.5257681495
416	0.5255003477
417	0.5253693013
418	0.5251409496
419	0.5248872837
420	0.5246520884
421	0.5244252877
422	0.5241760883
423	0.5240268012
424	0.5239282119
425	0.5236819738
426	0.5235019451
427	0.5233582772
428	0.5231802006
429	0.5229766669
430	0.5228235517
431	0.5226373045
432	0.5224382336
433	0.5221203004
434	0.5219327637
435	0.5218438584
436	0.5216317558
437	0.5214671659
438	0.5211711814
439	0.5209855359
440	0.5208162578
441	0.5205391102
442	0.5203610422
443	0.520166549
444	0.5199834725
445	0.5198441784
446	0.5197474464
447	0.5196215212
448	0.5195069877
449	0.519395737
450	0.5192802107
451	0.5190192781
452	0.5188480997
453	0.5186670851
454	0.5185450623
455	0.5183387887
456	0.5181996375
457	0.517984072
458	0.5177950626
459	0.5176229751
460	0.5174860035
461	0.5172206354
462	0.5170512699
463	0.5168297245
464	0.5165760546
465	0.5164253672
466	0.5162824704
467	0.5161379591
468	0.5158490521
469	0.5157413748
470	0.5154743186
471	0.5153269587
472	0.5151585725
473	0.5150283551
474	0.5149283908
475	0.5147156811
476	0.5145411273
477	0.5144335759
478	0.5142317287
479	0.5141132499
480	0.5139339237
481	0.5137907222
482	0.5136448013
483	0.5134975295
484	0.513277693
485	0.51309772
486	0.5129674797
487	0.5128545436
488	0.5127123925
489	0.5126202554
490	0.5124545585
491	0.5122752942
492	0.5121337654
493	0.5120193908
494	0.511906791
495	0.5117251182
496	0.5115781576
497	0.5113784275
498	0.5111521735
499	0.5109942721
500	0.5108429395
501	0.5105972167
502	0.5104857672
503	0.5103599236
504	0.5102604688
505	0.5101131177
506	0.5099589775
507	0.5096877349
508	0.5095836545
509	0.5094420604
510	0.5092922731
511	0.5090360039
512	0.5088643603
513	0.5087365859
514	0.508566991
515	0.5084257957
516	0.508302417
517	0.5081066448
518	0.5079431658
519	0.5077665696
520	0.507669917
521	0.5076103044
522	0.5074510555
523	0.5072736035
524	0.5071535714
525	0.5070273876
526	0.50685878
527	0.5067094462
528	0.5065300526
529	0.5063646087
530	0.5062537616
531	0.5061219262
532	0.5060000338
533	0.5058822217
534	0.5057493294
535	0.5055537495
536	0.5053664237
537	0.5052499143
538	0.5050768262
539	0.5049083195
540	0.5047861546
541	0.5046306427
542	0.5044891344
543	0.5043727212
544	0.5043006985
545	0.5041718602
546	0.5039827146
547	0.5038279806
548	0.5036586595
549	0.5035296245
550	0.5033958843
551	0.5031826455
552	0.5030805522
553	0.5029647849
554	0.5028514
555	0.5025181667
556	0.5023588847
557	0.5021799846
558	0.5019865636
559	0.5018702347
560	0.5016511708
561	0.5014800076
562	0.5013823635
563	0.5012574961
564	0.5011057292
565	0.5009449933
566	0.5007723604
567	0.5006001871
568	0.5004406593
569	0.5002458232
570	0.5001487227
571	0.5000377691
572	0.4999447912
573	0.4998442249
574	0.4997298154
575	0.4994534799
576	0.4991946598
577	0.4991020508
578	0.4989828602
579	0.4988783114
580	0.4987488722
581	0.4985580532
582	0.49835298
583	0.4981935416
584	0.4980437753
585	0.4979336161
586	0.4978151547
587	0.497743867
588	0.4975870824
589	0.4974522882
590	0.4973410954
591	0.4971432999
592	0.4969993633
593	0.4968431794
594	0.4966929937
595	0.4965408383
596	0.4964163144
597	0.4963042415
598	0.4960792282
599	0.4959863006
600	0.4958711706
601	0.4956758289
602	0.4955813144
603	0.4954261468
604	0.4953227771
605	0.4951539601
606	0.495042442
607	0.4949203027
608	0.4948215661
609	0.4946927696
610	0.4945461912
611	0.4943571807
612	0.4941379803
613	0.4939789631
614	0.4938952482
615	0.4937785842
616	0.4936005919
617	0.4934400603
618	0.4932560258
619	0.4931079626
620	0.4930013532
621	0.4929008359
622	0.4927577765
623	0.4926374455
624	0.492498518
625	0.4924213879
626	0.4922517732
627	0.4921654096
628	0.4920186197
629	0.4919023342
630	0.491831197
631	0.4916734047
632	0.4915866511
633	0.4913686978
634	0.4911703504
635	0.4910711759
636	0.4909866002
637	0.4909320391
638	0.4907803077
639	0.4906675874
640	0.4905346774
641	0.4903537856
642	0.4902819477
643	0.4900791588
644	0.4898951811
645	0.4898008156
646	0.4895853174
647	0.4894839969
648	0.4892971992
649	0.4891257436
650	0.4888697456
651	0.4886686349
652	0.4884141409
653	0.4882720006
654	0.4881383915
655	0.4879921077
656	0.4878894613
657	0.4876455187
658	0.4874870282
659	0.4874087949
660	0.4873446543
661	0.4871915266
662	0.4870084282
663	0.4869195978
664	0.486775277
665	0.4866155481
666	0.4865311462
667	0.486371123
668	0.4862453618
669	0.4860381136
670	0.4857898603
671	0.4856369695
672	0.4855205317
673	0.4853783593
674	0.485229079
675	0.4850797437
676	0.4849676799
677	0.4847859173
678	0.4846757484
679	0.4845476282
680	0.4844157578
681	0.484239312
682	0.4840796175
683	0.4839633729
684	0.4838872545
685	0.4837474535
686	0.483515541
687	0.4833688744
688	0.4832317772
689	0.4831372623
690	0.4829905504
691	0.4828068839
692	0.4826052314
693	0.4825005
694	0.4823852415
695	0.4822380088
696	0.4821263182
697	0.4820097132
698	0.4818906745
699	0.4817271108
700	0.4815742041
701	0.4813967519
702	0.4812088243
703	0.4811257754
704	0.4809848237
705	0.480761485
706	0.4806376647
707	0.4805238065
708	0.4804120316
709	0.4803258052
710	0.480249888
711	0.4800751916
712	0.479961584
713	0.4798995632
714	0.4797413163
715	0.4796074243
716	0.4795279605
717	0.4793623815
718	0.4792561789
719	0.4791297388
720	0.4789666096
721	0.4788059289
722	0.4786672545
723	0.4784416485
724	0.4782195279
725	0.478123197
726	0.4780175722
727	0.4778627337
728	0.4777936263
729	0.4776884842
730	0.4775688275
731	0.4774637904
732	0.4773379583
733	0.4771917822
734	0.4770407104
735	0.4768480953
736	0.4767396006
737	0.476498807
738	0.4763940208
739	0.4762858071
740	0.4760724202
741	0.4759082758
742	0.4757770855
743	0.4756778617
744	0.4755848113
745	0.4754407844
746	0.4752557759
747	0.4751760395
748	0.4750694905
749	0.4749073368
750	0.4748177745
751	0.4747130437
752	0.4745767436
753	0.474462072
754	0.474299469
755	0.4741417687
756	0.473952899
757	0.4737925185
758	0.4737365865
759	0.4736596613
760	0.4735237721
761	0.4733905811
762	0.4732986985
763	0.4731988722
764	0.4730304994
765	0.472924988
766	0.472838072
767	0.4726754177
768	0.4726027069
769	0.4723255627
770	0.47224988
771	0.4720895503
772	0.4719995519
773	0.4719400297
774	0.4717744063
775	0.471635812
776	0.4715695439
777	0.4714329996
778	0.4712486585
779	0.4711561594
780	0.4710630681
781	0.4709132035
782	0.4708233064
783	0.4706742803
784	0.4705258493
785	0.4703664592
786	0.4702228108
787	0.4699414894
788	0.469883773
789	0.4697980518
790	0.4697350721
791	0.4696094391
792	0.4694917306
793	0.4693955244
794	0.4692315036
795	0.4690974995
796	0.4689778268
797	0.4688983119
798	0.4688126141
799	0.4687127378
800	0.4685635849
801	0.4684509402
802	0.4683662003
803	0.4681692813
804	0.4680321836
805	0.4679694709
806	0.4678697207
807	0.4677754873
808	0.467638634
809	0.4675931308
810	0.4674547985
811	0.4673882752
812	0.4672484759
813	0.4670683044
814	0.4669248603
815	0.4667689768
816	0.4666704094
817	0.4664872382
818	0.4663595866
819	0.466284554
820	0.4661771433
821	0.4661085705
822	0.4660093373
823	0.4659020933
824	0.4657946223
825	0.4656426516
826	0.4654969086
827	0.4654018106
828	0.465281745
829	0.4651043868
830	0.4649787332
831	0.4649239578
832	0.4647674981
833	0.4646380187
834	0.4645053503
835	0.4642805343
836	0.4641677531
837	0.4640515432
838	0.4639695999
839	0.4638963215
840	0.4637958297
841	0.4636980536
842	0.463601349
843	0.4634612919
844	0.4632610466
845	0.4631062429
846	0.4630048104
847	0.4629029199
848	0.4627750818
849	0.4626985462
850	0.4626193362
851	0.4624548107
852	0.4623221116
853	0.4622453043
854	0.4621666088
855	0.4620359171
856	0.4618513135
857	0.4617959451
858	0.4616488876
859	0.461567401
860	0.4614740751
861	0.4614180987
862	0.4613364651
863	0.461239488
864	0.4611779325
865	0.4610841598
866	0.4609519322
867	0.4608704878
868	0.4607377758
869	0.4605733582
870	0.4605123847
871	0.4604605975
872	0.4603320878
873	0.4602112818
874	0.4601295191
875	0.4599533383
876	0.4598732313
877	0.4598083686
878	0.4597530059
879	0.4596330953
880	0.4595139755
881	0.4593858466
882	0.4593047701
883	0.4591784055
884	0.459057812
885	0.4588680747
886	0.4587406954
887	0.4586808237
888	0.4585982934
889	0.458467939
890	0.4583972261
891	0.4582861185
892	0.4582252236
893	0.4581497023
894	0.457990044
895	0.4578368872
896	0.4577444431
897	0.4576134809
898	0.4574902433
899	0.4574009385
900	0.4572914344
901	0.4572150309
902	0.4571698019
903	0.4569659875
904	0.4567854858
905	0.4566730717
906	0.4564867685
907	0.4563277331
908	0.4562555858
909	0.4561818636
910	0.4560830477
911	0.455997511
912	0.4558784056
913	0.4557434639
914	0.4556109956
915	0.4554430663
916	0.4553461907
917	0.4552566657
918	0.4551305275
919	0.4550579101
920	0.4550020918
921	0.4548230715
922	0.4547021399
923	0.4546155129
924	0.4545022219
925	0.4544007602
926	0.4543252525
927	0.4542253027
928	0.4540597142
929	0.4539496919
930	0.4538033772
931	0.4537052124
932	0.4535918609
933	0.4533585496
934	0.4532128704
935	0.4530950214
936	0.452937782
937	0.4528129304
938	0.4526872168
939	0.4526115279
940	0.4524428407
941	0.452313249
942	0.4521785108
943	0.4521199012
944	0.4520268397
945	0.4519163713
946	0.451786855
947	0.4516607979
948	0.4514539463
949	0.451356592
950	0.4512224832
951	0.4511107117
952	0.4509488528
953	0.4508028933
954	0.4506960912
955	0.4505740343
956	0.4503929712
957	0.4502565457
958	0.4501281302
959	0.4500033779
960	0.4498725191
961	0.4497483806
962	0.4496789975
963	0.4496035726
964	0.4495105074
965	0.4494324387
966	0.4493058251
967	0.4491300452
968	0.4490400958
969	0.4489011829
970	0.4488156564
971	0.4487023417
972	0.4485704473
973	0.4485098662
974	0.448425283
975	0.4483143182
976	0.4482441275
977	0.4480984201
978	0.4479831905
979	0.447791035
980	0.4476327974
981	0.4475383038
982	0.4474249724
983	0.4473100527
984	0.4472173371
985	0.4470840346
986	0.4469332758
987	0.4467888784
988	0.4467047392
989	0.4466086853
990	0.4464605556
991	0.4463534267
992	0.4463004829
993	0.4461900959
994	0.446100722
995	0.4459422461
996	0.4458006548
997	0.4456184167
998	0.4455070582
999	0.4453495746
